species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,basisOfRecord,depth
Euthynnus alletteratus,24.71294,-82.79286,NA,HUMAN_OBSERVATION,13
Euthynnus alletteratus,24.57074,-82.90636,NA,HUMAN_OBSERVATION,16.8
Euthynnus alletteratus,24.5707,-82.90625,NA,HUMAN_OBSERVATION,16.5
Euthynnus alletteratus,24.62914,-82.96551,NA,HUMAN_OBSERVATION,19.2
Euthynnus alletteratus,24.62917,-82.96562,NA,HUMAN_OBSERVATION,19.7
Euthynnus alletteratus,24.65861,-82.93805,NA,HUMAN_OBSERVATION,20.6
Euthynnus alletteratus,24.65862,-82.93813,NA,HUMAN_OBSERVATION,23.5
Euthynnus alletteratus,24.6604,-82.93748,NA,HUMAN_OBSERVATION,18.8
Euthynnus alletteratus,24.66054,-82.93757,NA,HUMAN_OBSERVATION,15.9
Euthynnus alletteratus,24.66641,-82.92972,NA,HUMAN_OBSERVATION,22.5
Euthynnus alletteratus,24.66625,-82.92978,NA,HUMAN_OBSERVATION,21.7
Euthynnus alletteratus,24.66931,-82.92805,NA,HUMAN_OBSERVATION,16.6
Euthynnus alletteratus,24.66907,-82.92787,NA,HUMAN_OBSERVATION,18.8
Euthynnus alletteratus,24.6703,-82.92753,NA,HUMAN_OBSERVATION,16.5
Euthynnus alletteratus,24.67044,-82.92766,NA,HUMAN_OBSERVATION,14.1
Euthynnus alletteratus,24.6907,-82.88605,NA,HUMAN_OBSERVATION,11.5
Euthynnus alletteratus,24.69088,-82.88586,NA,HUMAN_OBSERVATION,10.1
Euthynnus alletteratus,24.71539,-82.89741,NA,HUMAN_OBSERVATION,25.5
Euthynnus alletteratus,24.71545,-82.89736,NA,HUMAN_OBSERVATION,25.9
Euthynnus alletteratus,24.62496,-82.90057,NA,HUMAN_OBSERVATION,9
Euthynnus alletteratus,24.62506,-82.90051,NA,HUMAN_OBSERVATION,9
Euthynnus alletteratus,24.6288,-82.89712,NA,HUMAN_OBSERVATION,8.7
Euthynnus alletteratus,24.62872,-82.89717,NA,HUMAN_OBSERVATION,6.9
Euthynnus alletteratus,24.63098,-82.9682,NA,HUMAN_OBSERVATION,23.7
Euthynnus alletteratus,24.63098,-82.9682,NA,HUMAN_OBSERVATION,18.6
Euthynnus alletteratus,24.7054,-82.87207,NA,HUMAN_OBSERVATION,9.5
Euthynnus alletteratus,24.70547,-82.87213,NA,HUMAN_OBSERVATION,10.1
Euthynnus alletteratus,24.71241,-82.888,NA,HUMAN_OBSERVATION,15.9
Euthynnus alletteratus,24.71251,-82.88813,NA,HUMAN_OBSERVATION,14.8
Euthynnus alletteratus,24.72315,-82.77487,NA,HUMAN_OBSERVATION,24.9
Euthynnus alletteratus,24.72068,-82.85492,NA,HUMAN_OBSERVATION,15.1
Euthynnus alletteratus,24.72066,-82.855,NA,HUMAN_OBSERVATION,14.3
Euthynnus alletteratus,24.72315,-82.77487,NA,HUMAN_OBSERVATION,25.8
Euthynnus alletteratus,24.72665,-82.81002,NA,HUMAN_OBSERVATION,16.7
Euthynnus alletteratus,24.72669,-82.8101,NA,HUMAN_OBSERVATION,17.3
Euthynnus alletteratus,24.72624,-82.80516,NA,HUMAN_OBSERVATION,17.6
Euthynnus alletteratus,24.72683,-82.81263,NA,HUMAN_OBSERVATION,19.7
Euthynnus alletteratus,24.72634,-82.8054,NA,HUMAN_OBSERVATION,16.5
Euthynnus alletteratus,24.72987,-82.80102,NA,HUMAN_OBSERVATION,17.4
Euthynnus alletteratus,24.72683,-82.81263,NA,HUMAN_OBSERVATION,18.2
Euthynnus alletteratus,24.72842,-82.80449,NA,HUMAN_OBSERVATION,17.7
Euthynnus alletteratus,24.72845,-82.80428,NA,HUMAN_OBSERVATION,16.9
Euthynnus alletteratus,24.72981,-82.8044,NA,HUMAN_OBSERVATION,18.2
Euthynnus alletteratus,24.72981,-82.8044,NA,HUMAN_OBSERVATION,17
Euthynnus alletteratus,24.72981,-82.80103,NA,HUMAN_OBSERVATION,16.6
Euthynnus alletteratus,24.63434,-82.96124,NA,HUMAN_OBSERVATION,19.1
Euthynnus alletteratus,24.63445,-82.96125,NA,HUMAN_OBSERVATION,21.8
Euthynnus alletteratus,24.6376,-82.95759,NA,HUMAN_OBSERVATION,14.3
Euthynnus alletteratus,24.6376,-82.95759,NA,HUMAN_OBSERVATION,19.5
Euthynnus alletteratus,24.66394,-82.93291,NA,HUMAN_OBSERVATION,23.1
Euthynnus alletteratus,24.6625,-82.85211,NA,HUMAN_OBSERVATION,12.4
Euthynnus alletteratus,24.66254,-82.85198,NA,HUMAN_OBSERVATION,11.6
Euthynnus alletteratus,24.664,-82.93297,NA,HUMAN_OBSERVATION,19.1
Euthynnus alletteratus,24.6833,-82.89718,NA,HUMAN_OBSERVATION,5.7
Euthynnus alletteratus,24.68876,-82.88634,NA,HUMAN_OBSERVATION,11.9
Euthynnus alletteratus,24.68342,-82.89729,NA,HUMAN_OBSERVATION,5.5
Euthynnus alletteratus,24.68882,-82.88623,NA,HUMAN_OBSERVATION,10.9
Euthynnus alletteratus,24.6332,-82.85453,NA,HUMAN_OBSERVATION,15.7
Euthynnus alletteratus,24.62615,-82.85406,NA,HUMAN_OBSERVATION,19.8
Euthynnus alletteratus,24.64454,-82.92896,NA,HUMAN_OBSERVATION,10
Euthynnus alletteratus,24.62622,-82.85414,NA,HUMAN_OBSERVATION,20
Euthynnus alletteratus,24.63329,-82.85458,NA,HUMAN_OBSERVATION,15.2
Euthynnus alletteratus,24.63976,-82.96174,NA,HUMAN_OBSERVATION,21.5
Euthynnus alletteratus,24.63984,-82.96163,NA,HUMAN_OBSERVATION,20.1
Euthynnus alletteratus,24.6801,-82.9046,NA,HUMAN_OBSERVATION,8.7
Euthynnus alletteratus,24.64455,-82.92916,NA,HUMAN_OBSERVATION,11.6
Euthynnus alletteratus,24.62664,-82.89927,NA,HUMAN_OBSERVATION,8.4
Euthynnus alletteratus,24.62669,-82.89918,NA,HUMAN_OBSERVATION,6.6
Euthynnus alletteratus,24.68013,-82.9046,NA,HUMAN_OBSERVATION,8.5
Euthynnus alletteratus,24.71836,-82.84983,NA,HUMAN_OBSERVATION,13.1
Euthynnus alletteratus,24.68837,-82.88404,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.68836,-82.8841,NA,HUMAN_OBSERVATION,10.9
Euthynnus alletteratus,24.71847,-82.84991,NA,HUMAN_OBSERVATION,12.2
Euthynnus alletteratus,24.61347,-82.90234,NA,HUMAN_OBSERVATION,10.2
Euthynnus alletteratus,24.61355,-82.9023,NA,HUMAN_OBSERVATION,10.2
Euthynnus alletteratus,24.64182,-82.92976,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.61098,-82.90253,NA,HUMAN_OBSERVATION,8.5
Euthynnus alletteratus,24.64171,-82.92975,NA,HUMAN_OBSERVATION,7.8
Euthynnus alletteratus,24.61107,-82.90254,NA,HUMAN_OBSERVATION,9.2
Euthynnus alletteratus,24.71573,-82.86568,NA,HUMAN_OBSERVATION,13.9
Euthynnus alletteratus,24.71568,-82.86584,NA,HUMAN_OBSERVATION,12.8
Euthynnus alletteratus,24.71781,-82.85909,NA,HUMAN_OBSERVATION,13.1
Euthynnus alletteratus,24.71788,-82.85932,NA,HUMAN_OBSERVATION,13.4
Euthynnus alletteratus,24.6455,-83.07799,NA,HUMAN_OBSERVATION,14.9
Euthynnus alletteratus,24.61564,-83.07762,NA,HUMAN_OBSERVATION,17.7
Euthynnus alletteratus,24.62024,-83.08408,NA,HUMAN_OBSERVATION,16.6
Euthynnus alletteratus,24.65571,-83.08522,NA,HUMAN_OBSERVATION,16.8
Euthynnus alletteratus,24.6184,-83.06285,NA,HUMAN_OBSERVATION,16.4
Euthynnus alletteratus,24.60205,-82.91073,NA,HUMAN_OBSERVATION,16
Euthynnus alletteratus,24.60206,-82.91083,NA,HUMAN_OBSERVATION,16.5
Euthynnus alletteratus,24.62318,-82.90158,NA,HUMAN_OBSERVATION,6.9
Euthynnus alletteratus,24.62324,-82.90176,NA,HUMAN_OBSERVATION,9
Euthynnus alletteratus,24.63298,-82.9668,NA,HUMAN_OBSERVATION,21.4
Euthynnus alletteratus,24.64076,-82.96701,NA,HUMAN_OBSERVATION,21.7
Euthynnus alletteratus,24.64062,-82.96698,NA,HUMAN_OBSERVATION,19.7
Euthynnus alletteratus,24.63284,-82.96688,NA,HUMAN_OBSERVATION,22.9
Euthynnus alletteratus,24.6868,-82.90752,NA,HUMAN_OBSERVATION,14.8
Euthynnus alletteratus,24.64187,-82.9653,NA,HUMAN_OBSERVATION,23.2
Euthynnus alletteratus,24.68691,-82.90749,NA,HUMAN_OBSERVATION,10
Euthynnus alletteratus,24.64182,-82.9652,NA,HUMAN_OBSERVATION,23.7
Euthynnus alletteratus,24.64275,-82.96938,NA,HUMAN_OBSERVATION,22.1
Euthynnus alletteratus,24.64278,-82.96927,NA,HUMAN_OBSERVATION,21.3
Euthynnus alletteratus,24.64349,-82.96605,NA,HUMAN_OBSERVATION,20.4
Euthynnus alletteratus,24.6434,-82.96605,NA,HUMAN_OBSERVATION,23.4
Euthynnus alletteratus,24.61866,-83.07785,NA,HUMAN_OBSERVATION,13.3
Euthynnus alletteratus,24.70901,-82.90621,NA,HUMAN_OBSERVATION,17.1
Euthynnus alletteratus,24.70905,-82.90632,NA,HUMAN_OBSERVATION,18
Euthynnus alletteratus,24.61877,-83.0779,NA,HUMAN_OBSERVATION,13.4
Euthynnus alletteratus,24.63517,-83.10196,NA,HUMAN_OBSERVATION,23.1
Euthynnus alletteratus,24.62966,-83.10137,NA,HUMAN_OBSERVATION,18.3
Euthynnus alletteratus,24.6296,-83.10155,NA,HUMAN_OBSERVATION,22.9
Euthynnus alletteratus,24.63512,-83.10195,NA,HUMAN_OBSERVATION,22.3
Euthynnus alletteratus,24.64025,-83.10301,NA,HUMAN_OBSERVATION,25.6
Euthynnus alletteratus,24.64839,-83.03131,NA,HUMAN_OBSERVATION,18
Euthynnus alletteratus,24.6157,-83.07749,NA,HUMAN_OBSERVATION,15.2
Euthynnus alletteratus,24.62025,-83.08431,NA,HUMAN_OBSERVATION,18.6
Euthynnus alletteratus,24.65575,-83.08521,NA,HUMAN_OBSERVATION,16.5
Euthynnus alletteratus,24.61827,-83.06291,NA,HUMAN_OBSERVATION,16.4
Euthynnus alletteratus,24.6363,-83.06009,NA,HUMAN_OBSERVATION,14.2
Euthynnus alletteratus,24.6795,-83.0309,NA,HUMAN_OBSERVATION,18.5
Euthynnus alletteratus,24.70742,-82.98592,NA,HUMAN_OBSERVATION,23.8
Euthynnus alletteratus,24.67744,-83.01771,NA,HUMAN_OBSERVATION,22.4
Euthynnus alletteratus,24.68164,-83.03184,NA,HUMAN_OBSERVATION,16.5
Euthynnus alletteratus,24.68204,-83.03258,NA,HUMAN_OBSERVATION,18.5
Euthynnus alletteratus,24.68235,-83.01206,NA,HUMAN_OBSERVATION,17.6
Euthynnus alletteratus,24.68103,-83.03402,NA,HUMAN_OBSERVATION,20.9
Euthynnus alletteratus,24.7137,-82.99437,NA,HUMAN_OBSERVATION,15.4
Euthynnus alletteratus,24.69482,-83.00538,NA,HUMAN_OBSERVATION,22.3
Euthynnus alletteratus,24.72103,-82.98332,NA,HUMAN_OBSERVATION,19.8
Euthynnus alletteratus,24.66895,-83.09311,NA,HUMAN_OBSERVATION,26.4
Euthynnus alletteratus,24.72056,-82.98588,NA,HUMAN_OBSERVATION,19.7
Euthynnus alletteratus,24.65105,-83.00238,NA,HUMAN_OBSERVATION,29.8
Euthynnus alletteratus,24.68603,-83.01354,NA,HUMAN_OBSERVATION,21.8
Euthynnus alletteratus,24.69912,-83.01801,NA,HUMAN_OBSERVATION,28.2
Euthynnus alletteratus,24.69927,-83.01801,NA,HUMAN_OBSERVATION,27.3
Euthynnus alletteratus,24.65258,-83.01095,NA,HUMAN_OBSERVATION,25
Euthynnus alletteratus,24.66102,-82.99015,NA,HUMAN_OBSERVATION,26.2
Euthynnus alletteratus,24.7004,-83.00635,NA,HUMAN_OBSERVATION,26.1
Euthynnus alletteratus,24.73307,-82.7916,NA,HUMAN_OBSERVATION,18.3
Euthynnus alletteratus,24.66353,-82.83729,NA,HUMAN_OBSERVATION,6
Euthynnus alletteratus,24.67193,-82.82287,NA,HUMAN_OBSERVATION,8.5
Euthynnus alletteratus,24.66306,-82.93407,NA,HUMAN_OBSERVATION,19.5
Euthynnus alletteratus,24.67931,-82.89919,NA,HUMAN_OBSERVATION,8.6
Euthynnus alletteratus,24.64285,-82.93079,NA,HUMAN_OBSERVATION,7.2
Euthynnus alletteratus,24.63895,-82.93212,NA,HUMAN_OBSERVATION,7
Euthynnus alletteratus,24.71119,-82.88388,NA,HUMAN_OBSERVATION,13.7
Euthynnus alletteratus,24.71177,-82.90185,NA,HUMAN_OBSERVATION,18.6
Euthynnus alletteratus,24.65378,-83.10151,NA,HUMAN_OBSERVATION,23.5
Euthynnus alletteratus,24.65378,-83.10151,NA,HUMAN_OBSERVATION,23.5
Euthynnus alletteratus,24.64557,-83.07486,NA,HUMAN_OBSERVATION,16.2
Euthynnus alletteratus,24.64929,-83.02863,NA,HUMAN_OBSERVATION,20.9
Euthynnus alletteratus,24.62232,-83.06002,NA,HUMAN_OBSERVATION,14.6
Euthynnus alletteratus,24.65174,-83.0078,NA,HUMAN_OBSERVATION,23.5
Euthynnus alletteratus,24.68785,-82.99318,NA,HUMAN_OBSERVATION,24.9
Euthynnus alletteratus,24.64031,-83.10308,NA,HUMAN_OBSERVATION,26.4
Euthynnus alletteratus,24.63496,-83.06589,NA,HUMAN_OBSERVATION,15.9
Euthynnus alletteratus,24.64689,-83.03122,NA,HUMAN_OBSERVATION,18.3
Euthynnus alletteratus,24.64678,-83.03123,NA,HUMAN_OBSERVATION,17.1
Euthynnus alletteratus,24.67968,-83.03093,NA,HUMAN_OBSERVATION,20.9
Euthynnus alletteratus,24.70735,-82.9858,NA,HUMAN_OBSERVATION,24.6
Euthynnus alletteratus,24.68197,-83.03253,NA,HUMAN_OBSERVATION,22.7
Rocinela signata,27.601166,-83.105833,NA,PRESERVED_SPECIMEN,23.5
Rocinela signata,9.26753,-82.35184,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,9.26753,-82.3518,NA,MATERIAL_SAMPLE,3.25
Rocinela signata,24.482733,-82.456233,NA,MATERIAL_SAMPLE,19
Rocinela signata,26.334166,-83.536,NA,PRESERVED_SPECIMEN,61
Rocinela signata,19.6989,-80.0606,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,11.798694,-72.669556,NA,PRESERVED_SPECIMEN,10
Rocinela signata,-3.218993,-39.268493,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,21.362889,-89.095222,70,PRESERVED_SPECIMEN,2.5
Rocinela signata,21.386472,-89.1075,70,PRESERVED_SPECIMEN,2.5
Rocinela signata,21.382056,-89.1075,70,PRESERVED_SPECIMEN,1.5
Rocinela signata,21.382722,-89.099694,70,PRESERVED_SPECIMEN,1.5
Rocinela signata,21.384889,-89.116917,70,PRESERVED_SPECIMEN,2.5
Rocinela signata,21.380528,-89.091056,70,PRESERVED_SPECIMEN,1.5
Rocinela signata,-21.609042,-40.621432,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,12.714,-61.3454,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,0,0,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,0,0,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,24.8414,-81.21603,NA,MATERIAL_SAMPLE,4
Rocinela signata,25.48868,-82.60457,NA,MATERIAL_SAMPLE,31.1
Rocinela signata,26.01923,-82.14727,NA,MATERIAL_SAMPLE,15.2
Rocinela signata,25.43545,-82.18957,NA,MATERIAL_SAMPLE,20.1
Rocinela signata,25.62617,-82.5162,NA,MATERIAL_SAMPLE,28.7
Rocinela signata,10.4458,-64.1883,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,10.6441,-63.2539,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,19.3867,-81.3317,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,25.8,-81.74,NA,MATERIAL_SAMPLE,8
Rocinela signata,25.5546,-81.6746,NA,MATERIAL_SAMPLE,9.7
Rocinela signata,24.583,-82.825,NA,MATERIAL_SAMPLE,28.3
Rocinela signata,25.046,-81.134,NA,MATERIAL_SAMPLE,3.8
Rocinela signata,9.491389,-75.773611,NA,PRESERVED_SPECIMEN,28
Rocinela signata,25.18235,-81.7239,NA,MATERIAL_SAMPLE,14.5
Rocinela signata,25.10527,-81.3461,NA,MATERIAL_SAMPLE,7.7
Rocinela signata,11.198889,-74.234444,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,25.3773,-81.568,NA,MATERIAL_SAMPLE,9.3
Rocinela signata,25.0535,-81.2783,NA,MATERIAL_SAMPLE,6
Rocinela signata,25.1775,-81.2328,NA,MATERIAL_SAMPLE,4.3
Rocinela signata,25.1827,-81.7228,NA,MATERIAL_SAMPLE,14.8
Rocinela signata,25.2308,-81.7527,NA,MATERIAL_SAMPLE,14.8
Rocinela signata,11.25,-60.6667,NA,PRESERVED_SPECIMEN,2
Rocinela signata,17.9767,-67.0486,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,24.466667,-107.733333,50,PRESERVED_SPECIMEN,0.5
Rocinela signata,24.547667,-81.4065,NA,PRESERVED_SPECIMEN,1.5
Rocinela signata,21.87,-72.12,NA,PRESERVED_SPECIMEN,3.5
Rocinela signata,9.3953,-79.8342,NA,PRESERVED_SPECIMEN,0.5
Rocinela signata,20.89,-85.07,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,20.829722,-86.890833,70,PRESERVED_SPECIMEN,0
Rocinela signata,11,-64,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,-23.104807,-44.216072,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,20.829722,-86.890833,70,PRESERVED_SPECIMEN,0
Rocinela signata,28.166667,-112.795,70,PRESERVED_SPECIMEN,13.5
Rocinela signata,28.34,-111.69,70,PRESERVED_SPECIMEN,14.5
Rocinela signata,20.829722,-86.890833,70,PRESERVED_SPECIMEN,0
Rocinela signata,4.066667,-77.266667,1613,PRESERVED_SPECIMEN,1
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.75,-87.75,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,28.156667,-112.776667,70,PRESERVED_SPECIMEN,17
Rocinela signata,25.3417,-81.8583,NA,PRESERVED_SPECIMEN,16
Rocinela signata,-22.452918,-41.854953,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,26.9,-83.533333,NA,PRESERVED_SPECIMEN,53
Rocinela signata,-23.173542,-44.679479,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8,-88.08,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.77,-88.05,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8,-88.08,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,6.08,-56.17,NA,PRESERVED_SPECIMEN,60
Rocinela signata,10.9869,-63.9356,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,0,0,NA,PRESERVED_SPECIMEN,0
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.783,-88.0667,NA,PRESERVED_SPECIMEN,1.25
Rocinela signata,10.4,-75.55,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,10.4,-75.55,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,2.9675,-78.180283,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.8024,-88.0814,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,16.783,-88.0667,NA,PRESERVED_SPECIMEN,9
Rocinela signata,16.783,-88.0667,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,21.1667,-86.8331,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,21.1667,-86.8331,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,21.1167,-86.7831,NA,PRESERVED_SPECIMEN,0.5
Rocinela signata,21.1667,-86.833,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,21.1667,-86.8331,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,21.1667,-86.8331,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,21.1667,-86.8331,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,11.08,-63.42,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,11.08,-63.42,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,11.08,-63.42,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,11.08,-63.42,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,11.08,-63.42,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,11.08,-63.42,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,11.08,-63.42,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,11.08,-63.42,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,28.858333,-118.271667,90,PRESERVED_SPECIMEN,44
Rocinela signata,25.0004,-80.749783,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,25.10915,-80.425667,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,25.0004,-80.749783,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,25.0004,-80.749783,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,25,-77.916666,NA,PRESERVED_SPECIMEN,1.2
Rocinela signata,25,-77.916666,NA,PRESERVED_SPECIMEN,1.2
Rocinela signata,28.935,-82.778333,NA,PRESERVED_SPECIMEN,2.4
Rocinela signata,28.935,-82.755,NA,PRESERVED_SPECIMEN,1.5
Rocinela signata,25.25,-81.25,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,27.75,-82.75,NA,PRESERVED_SPECIMEN,7.3
Rocinela signata,27.35,-82.5667,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,26.4,-83.37,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,27.616667,-83.966667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-82.966667,NA,PRESERVED_SPECIMEN,37
Rocinela signata,26.4,-83.37,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-82.466667,NA,PRESERVED_SPECIMEN,18
Rocinela signata,26.4,-82.466667,NA,PRESERVED_SPECIMEN,18
Rocinela signata,27.616667,-83.116667,NA,PRESERVED_SPECIMEN,18
Rocinela signata,27.616667,-83.466667,NA,PRESERVED_SPECIMEN,37
Rocinela signata,27.616667,-83.966667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-82.966667,NA,PRESERVED_SPECIMEN,37
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,27.62,-83.97,NA,PRESERVED_SPECIMEN,55
Rocinela signata,27.616667,-83.966667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,17.9767,-67.0483,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,17.9767,-67.0486,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,27.616667,-83.966667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,27.616667,-83.466667,NA,PRESERVED_SPECIMEN,37
Rocinela signata,27.616667,-83.966667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-83.366667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,29.8533,-84.6643,NA,PRESERVED_SPECIMEN,20
Rocinela signata,29.4502,-84.4738,NA,PRESERVED_SPECIMEN,27
Rocinela signata,29.1822,-84.3441,NA,PRESERVED_SPECIMEN,24
Rocinela signata,29.1822,-84.3441,NA,PRESERVED_SPECIMEN,24
Rocinela signata,29.1813,-84.3468,NA,PRESERVED_SPECIMEN,24
Rocinela signata,29.4502,-84.4738,NA,PRESERVED_SPECIMEN,12
Rocinela signata,29.2,-84.6643,NA,PRESERVED_SPECIMEN,15
Rocinela signata,25.516667,-111.066667,NA,PRESERVED_SPECIMEN,4
Rocinela signata,-3.721312,-38.48086,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,27.616667,-83.966667,NA,PRESERVED_SPECIMEN,55
Rocinela signata,26.4,-82.1,NA,PRESERVED_SPECIMEN,6
Rocinela signata,26.4,-82.466667,NA,PRESERVED_SPECIMEN,18
Rocinela signata,-23.530666,-45.070152,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,-23.530666,-45.070152,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,-22.771113,-41.915195,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,0,0,NA,PRESERVED_SPECIMEN,NA
Rocinela signata,21.51667,-106.55,NA,PRESERVED_SPECIMEN,4
Rocinela signata,28.68333,-112.1,NA,PRESERVED_SPECIMEN,30.5
Rocinela signata,24.75,-110.58333,NA,PRESERVED_SPECIMEN,NA
